datetime,user_id,query_id,query_time,query_cost
2026-01-17 21:00:53,U014,DQ-377501,158.67,0.7003
2026-02-15 14:58:31,U014,DQ-102805,98.34,0.9052
2026-02-14 01:58:10,U014,DQ-402099,169.82,1.5839
2026-03-06 04:40:05,U014,DQ-377405,189.18,1.6318
2026-01-15 11:10:13,U007,DQ-545790,27.99,0.1406
2026-02-27 18:33:11,U005,DQ-174878,14.78,0.1498
2026-01-30 12:35:01,U019,DQ-402630,105.68,0.7628
2026-02-28 01:31:35,U015,DQ-624783,129.83,0.901
2026-01-09 20:48:25,U003,DQ-870214,77.7,0.4082
2026-01-03 00:20:25,U012,DQ-976566,206.59,1.7114
2026-02-15 16:20:46,U009,DQ-704238,10.14,0.0994
2026-03-03 15:09:20,U003,DQ-391668,43.97,0.3635
2026-03-07 01:31:27,U003,DQ-592841,83.84,0.503
2026-03-06 07:55:53,U014,DQ-445824,99.09,0.7391
2026-02-01 09:16:57,U018,DQ-138479,109.43,0.638
2026-03-26 09:46:23,U003,DQ-639593,198.07,0.5963
2026-03-15 10:38:25,U003,DQ-156837,45.43,0.2842
2026-01-13 17:16:58,U003,DQ-896907,12.86,0.0695
2026-03-03 04:03:29,U015,DQ-832168,116.59,0.3801
2026-02-23 14:50:20,U014,DQ-844261,38.43,0.3058
2026-01-12 09:42:57,U014,DQ-982277,219.15,1.5676
2026-03-10 11:43:41,U014,DQ-622584,223.87,1.2597
2026-02-07 05:49:12,U003,DQ-595158,58.87,0.4687
2026-01-07 18:40:09,U007,DQ-632929,179.24,0.7579
2026-03-21 16:01:07,U003,DQ-456385,224.25,1.6975
2026-03-06 01:46:24,U012,DQ-413058,201.08,1.6527
2026-02-23 14:03:38,U014,DQ-568238,129.49,0.7907
2026-03-09 17:17:20,U013,DQ-577463,223.92,2.4243
2026-01-31 21:24:16,U003,DQ-344907,205.52,1.3764
2026-03-05 07:18:51,U013,DQ-504832,237.23,2.4035
2026-02-02 05:36:13,U016,DQ-138817,30.74,0.3593
2026-03-12 03:24:58,U015,DQ-204555,126.47,0.8995
2026-01-26 17:32:52,U012,DQ-261859,18.42,0.1848
2026-03-24 18:05:57,U012,DQ-516791,156.14,1.6654
2026-03-28 03:52:55,U007,DQ-498468,229.02,1.979
2026-03-08 10:45:59,U018,DQ-137642,148.38,0.7587
2026-03-15 19:47:23,U008,DQ-883041,22.15,0.2615
2026-01-03 19:27:07,U013,DQ-565230,40.34,0.2297
2026-01-24 17:01:16,U013,DQ-407618,86.35,0.5938
2026-01-08 16:00:34,U007,DQ-814919,190.31,0.8621
2026-02-26 14:51:16,U003,DQ-749813,164.11,1.2274
2026-01-01 21:53:51,U003,DQ-768891,61.33,0.3249
2026-02-12 21:18:17,U015,DQ-401603,162.79,0.7198
2026-01-25 06:46:15,U019,DQ-413685,153.53,1.0469
2026-01-11 08:31:12,U015,DQ-308894,239.85,2.5616
2026-01-29 15:56:15,U007,DQ-476395,138.17,1.649
2026-03-08 14:01:43,U012,DQ-515032,66.24,0.5361
2026-03-29 15:59:27,U002,DQ-735863,178.97,1.8784
2026-01-19 11:02:22,U014,DQ-736553,192.56,0.9572
2026-03-23 09:28:01,U012,DQ-892280,173.16,1.5468
2026-02-12 19:11:32,U013,DQ-757937,155.3,0.8977
2026-02-01 17:18:38,U015,DQ-867934,31.97,0.3576
2026-02-05 12:30:35,U006,DQ-310548,32.15,0.2525
2026-02-16 18:47:12,U015,DQ-970813,39.91,0.448
2026-02-15 11:17:28,U010,DQ-882824,208.96,2.1394
2026-03-12 07:32:50,U005,DQ-890785,231.98,2.4918
2026-03-18 18:25:21,U003,DQ-986827,193.2,1.2156
2026-03-14 17:19:24,U015,DQ-662636,30.1,0.1901
2026-01-11 12:27:52,U007,DQ-499534,197.47,2.2635
2026-02-01 20:18:36,U003,DQ-126240,148.88,1.7104
2026-03-30 07:01:36,U008,DQ-779112,15.64,0.1629
2026-01-30 13:13:15,U014,DQ-222343,33.98,0.3913
2026-02-07 17:36:37,U004,DQ-201913,56.73,0.4446
2026-02-27 00:36:07,U012,DQ-879238,167.31,1.3153
2026-03-01 18:34:25,U005,DQ-535037,157.35,1.6527
2026-02-13 04:12:59,U015,DQ-134305,165.82,0.8217
2026-03-29 13:06:16,U012,DQ-204180,235.43,1.4846
2026-01-12 20:39:09,U012,DQ-163491,95.85,0.4513
2026-02-27 23:27:03,U015,DQ-196126,159.23,1.3973
2026-03-18 09:47:30,U002,DQ-925013,80.38,0.9565
2026-01-21 23:12:11,U013,DQ-970127,183.76,0.8939
2026-02-27 20:44:16,U008,DQ-444519,185.96,1.8778
2026-01-11 16:08:49,U014,DQ-236306,129.88,1.323
2026-01-24 02:25:14,U013,DQ-238205,4.06,0.041
2026-02-10 20:54:33,U013,DQ-282710,64.06,0.2653
2026-02-19 19:55:52,U012,DQ-166645,114.56,1.1458
2026-03-12 14:35:56,U003,DQ-628313,53.56,0.4572
2026-01-06 21:44:00,U017,DQ-416282,110.2,1.2867
2026-03-30 07:45:23,U013,DQ-546980,164.82,1.2217
2026-01-27 16:50:01,U013,DQ-437758,146.19,0.525
2026-02-28 00:01:26,U007,DQ-674993,171.06,1.0996
2026-03-10 03:15:52,U003,DQ-630108,145.5,0.5664
2026-03-26 00:44:35,U012,DQ-782535,210.71,1.6777
2026-02-08 17:06:31,U003,DQ-339592,99.61,1.0406
2026-02-06 08:11:04,U013,DQ-427730,102.71,0.9229
2026-02-11 22:20:42,U016,DQ-170394,22.35,0.0842
2026-02-26 22:33:45,U012,DQ-490748,194.92,1.5608
2026-03-26 19:39:09,U018,DQ-445658,160.97,1.0781
2026-01-31 08:03:31,U003,DQ-856086,12.82,0.0716
2026-01-22 18:31:42,U007,DQ-632060,51.45,0.4585
2026-01-28 01:06:39,U012,DQ-986438,133.73,0.5395
2026-03-02 08:43:17,U003,DQ-986209,134.85,1.3359
2026-03-22 12:47:01,U012,DQ-683783,6.79,0.0771
2026-03-31 11:20:17,U013,DQ-289179,65.95,0.6504
2026-02-08 21:53:42,U013,DQ-290217,208.83,1.6909
2026-02-21 12:06:51,U012,DQ-763928,233.25,0.8924
2026-03-12 01:26:25,U003,DQ-575682,82.14,0.52
2026-01-16 06:47:29,U007,DQ-725185,20.85,0.0724
2026-02-11 04:01:33,U002,DQ-806707,20.04,0.14
2026-01-12 01:12:50,U003,DQ-534303,65.92,0.6457
2026-02-21 03:50:43,U013,DQ-397005,162.93,1.3585
2026-01-01 17:54:43,U013,DQ-331230,95.17,0.7988
2026-02-01 20:34:49,U014,DQ-904624,33.37,0.1769
2026-02-21 17:00:24,U003,DQ-883301,103.64,0.4314
2026-01-07 23:56:53,U017,DQ-685864,200.09,2.0521
2026-01-08 13:25:58,U012,DQ-144357,104.97,0.7493
2026-02-10 13:17:50,U019,DQ-550137,137.83,1.2936
2026-03-02 00:20:10,U003,DQ-121869,231.9,1.0544
2026-01-24 14:58:06,U012,DQ-479430,21.61,0.2291
2026-03-14 09:51:04,U003,DQ-649414,19.34,0.2095
2026-01-12 01:42:04,U015,DQ-916964,40.77,0.3096
2026-03-21 12:17:18,U014,DQ-913934,84.18,0.8036
2026-01-17 20:16:55,U014,DQ-347745,25.12,0.1332
2026-02-17 23:22:34,U012,DQ-179013,42.93,0.4274
2026-03-27 15:19:16,U007,DQ-896788,139.28,1.2717
2026-01-31 16:39:25,U012,DQ-754858,77.91,0.9146
2026-01-27 16:02:09,U013,DQ-591699,106.41,0.6092
2026-01-04 15:37:52,U015,DQ-631981,18.27,0.1307
2026-01-09 18:24:21,U015,DQ-180458,154.9,1.8272
2026-03-18 21:04:09,U007,DQ-503159,111.32,0.8893
2026-01-19 06:37:47,U002,DQ-571579,218.22,1.7774
2026-01-11 01:10:36,U003,DQ-625721,36.63,0.1303
2026-01-04 19:12:27,U011,DQ-849014,20.7,0.1825
2026-02-05 07:56:37,U003,DQ-560767,126.01,1.0696
2026-02-28 01:10:30,U015,DQ-506235,98.4,0.5949
2026-02-24 04:08:54,U012,DQ-778748,80.65,0.4813
2026-03-29 23:55:53,U015,DQ-364236,173.83,1.5487
2026-03-31 00:10:26,U014,DQ-449555,20.02,0.1796
2026-03-10 19:42:10,U012,DQ-832409,159.08,0.6619
2026-03-20 22:51:28,U010,DQ-686072,90.71,0.9184
2026-03-30 14:09:28,U012,DQ-969226,227.33,2.7222
2026-02-05 04:54:49,U012,DQ-803024,101.91,0.6376
2026-01-22 23:53:00,U014,DQ-458332,227.47,1.6779
2026-02-19 07:00:09,U005,DQ-180913,71.34,0.72
2026-03-02 00:07:03,U017,DQ-139581,159.03,1.7314
2026-03-16 20:47:17,U003,DQ-261745,39.36,0.4126
2026-03-07 16:02:23,U014,DQ-856215,105.32,0.7054
2026-02-13 14:04:40,U015,DQ-740255,68.74,0.6693
2026-03-29 18:24:46,U014,DQ-424500,231.76,2.3314
2026-02-14 19:47:32,U012,DQ-811256,227.34,2.6962
2026-03-21 07:29:40,U013,DQ-627335,126.83,1.4835
2026-02-16 15:51:26,U007,DQ-245121,209.58,0.7272
2026-01-13 02:31:12,U018,DQ-207573,170.88,1.3061
2026-03-22 16:28:45,U014,DQ-386042,108.11,0.8238
2026-01-03 14:08:45,U014,DQ-956375,108.55,0.6672
2026-01-08 22:09:16,U003,DQ-626392,90.06,0.5832
2026-03-05 02:31:05,U013,DQ-434165,223.43,2.3578
2026-02-15 20:53:59,U014,DQ-244283,9.67,0.1089
2026-01-01 12:14:10,U014,DQ-895702,169.48,1.1927
2026-03-12 14:34:47,U001,DQ-368355,52.15,0.2266
2026-01-12 19:55:38,U003,DQ-216587,186.39,0.9578
2026-01-11 18:19:03,U003,DQ-769989,190.64,1.3562
2026-02-25 19:57:27,U016,DQ-725726,128.88,1.1197
2026-01-24 08:33:19,U014,DQ-405420,103.3,0.8815
2026-02-05 00:16:03,U014,DQ-796643,160.54,1.238
2026-02-23 19:16:03,U007,DQ-670511,122.0,1.4512
2026-01-25 15:02:52,U003,DQ-145649,152.74,1.8068
2026-03-05 19:09:51,U012,DQ-926823,16.68,0.0862
2026-02-04 04:54:58,U007,DQ-870899,181.72,0.7633
2026-03-09 12:22:27,U012,DQ-283594,199.38,1.8267
2026-02-14 10:28:14,U014,DQ-950916,32.8,0.3098
2026-01-31 15:23:29,U014,DQ-145934,189.97,2.0844
2026-01-25 14:15:49,U017,DQ-517568,237.39,1.8724
2026-01-05 15:23:29,U012,DQ-300386,69.02,0.7426
2026-03-28 08:39:13,U011,DQ-386488,30.31,0.1913
2026-03-09 04:38:11,U003,DQ-505426,81.7,0.3825
2026-01-08 15:54:47,U007,DQ-379676,192.37,1.8359
2026-02-01 20:06:31,U014,DQ-671971,70.86,0.278
2026-03-08 23:16:06,U015,DQ-567576,144.83,0.9899
2026-03-01 16:42:28,U003,DQ-144412,174.57,1.956
2026-01-08 06:51:30,U009,DQ-770532,235.22,2.7124
2026-01-16 12:47:45,U003,DQ-480959,123.38,1.2028
2026-01-04 09:05:14,U005,DQ-989894,146.01,1.4647
2026-02-25 01:46:32,U014,DQ-916332,155.02,0.9703
2026-02-13 02:27:12,U014,DQ-812048,108.26,0.6862
2026-03-05 01:35:10,U019,DQ-244383,127.31,0.838
2026-02-07 13:44:45,U013,DQ-127172,176.69,1.3237
2026-01-21 19:59:07,U004,DQ-374492,186.1,1.7375
2026-01-12 21:45:57,U010,DQ-827691,220.0,1.6326
2026-01-09 12:34:02,U013,DQ-574001,41.85,0.3942
2026-02-22 15:21:03,U011,DQ-800280,83.71,0.3001
2026-03-09 23:37:44,U015,DQ-992717,38.22,0.3587
2026-03-18 21:38:48,U015,DQ-633469,54.21,0.6433
2026-02-15 09:08:04,U003,DQ-127560,86.93,0.7085
2026-01-31 00:41:58,U018,DQ-236074,147.06,0.5553
2026-02-09 18:02:57,U012,DQ-853789,115.14,0.7711
2026-02-13 16:30:59,U003,DQ-231414,233.38,2.0493
2026-02-23 12:37:48,U007,DQ-461249,31.24,0.3268
2026-03-30 10:06:48,U014,DQ-905077,231.92,1.5988
2026-02-01 07:51:14,U004,DQ-643269,37.15,0.1665
2026-01-28 13:52:49,U008,DQ-462831,227.42,1.7443
2026-01-13 03:40:04,U009,DQ-305837,152.6,1.2143
2026-02-27 11:00:49,U007,DQ-659392,22.88,0.2006
2026-02-28 18:04:33,U005,DQ-279516,158.27,1.5013
2026-01-05 09:56:01,U007,DQ-143195,198.14,0.645
2026-02-10 10:43:03,U019,DQ-377511,156.45,1.5493
2026-03-04 07:45:08,U013,DQ-622230,213.41,1.6881
2026-01-29 21:04:16,U016,DQ-356773,193.22,1.7708
2026-02-15 02:13:43,U012,DQ-162823,38.36,0.2586
2026-03-13 06:48:33,U007,DQ-250647,75.36,0.7133
2026-02-24 12:44:31,U012,DQ-518084,31.82,0.2016
2026-01-14 16:16:07,U014,DQ-589131,29.84,0.2103
2026-03-26 00:18:45,U015,DQ-502810,207.47,1.4032
2026-01-16 11:17:41,U011,DQ-705748,173.21,0.8156
2026-01-03 06:00:16,U007,DQ-589491,119.95,0.6929
2026-02-26 15:17:25,U003,DQ-629996,110.01,0.5684
2026-03-05 12:32:10,U013,DQ-395023,119.03,1.3023
2026-01-14 00:05:27,U015,DQ-662761,2.46,0.0098
2026-01-05 23:12:21,U012,DQ-900961,97.08,0.3308
2026-02-18 23:00:01,U014,DQ-480133,133.0,0.487
2026-03-01 07:50:01,U007,DQ-393308,198.16,1.706
2026-02-24 03:50:32,U013,DQ-513037,89.88,1.0679
2026-01-04 21:48:02,U005,DQ-308727,144.79,0.9574
2026-02-14 08:51:37,U014,DQ-848255,80.26,0.583
2026-01-16 18:39:25,U007,DQ-246570,79.05,0.6733
2026-02-19 06:07:46,U007,DQ-875232,202.3,1.6879
2026-03-21 04:49:57,U018,DQ-613641,170.24,0.97
2026-01-30 20:56:28,U015,DQ-806537,26.75,0.1805
2026-03-18 00:17:54,U001,DQ-725905,114.16,1.3361
2026-02-16 15:31:36,U019,DQ-705693,55.0,0.1904
2026-01-15 08:20:32,U012,DQ-856215,148.93,1.5743
2026-01-19 12:33:34,U008,DQ-133104,137.63,1.2806
2026-02-09 20:14:55,U015,DQ-539122,36.77,0.3388
2026-01-07 01:07:33,U007,DQ-594514,209.54,2.0163
2026-02-16 10:41:06,U017,DQ-317413,134.83,1.6157
2026-02-23 00:54:31,U015,DQ-281594,110.59,0.8624
2026-03-01 05:34:53,U012,DQ-813813,154.57,1.4282
2026-01-29 21:29:31,U014,DQ-392559,134.16,0.674
2026-02-03 20:46:13,U007,DQ-823769,169.34,0.9912
2026-02-22 17:43:35,U012,DQ-386741,69.43,0.5666
2026-01-15 05:18:50,U003,DQ-958130,83.16,0.8281
2026-03-05 16:31:32,U015,DQ-848831,19.43,0.2199
2026-02-24 13:35:48,U003,DQ-324381,48.9,0.3837
2026-01-24 12:58:05,U014,DQ-214532,147.95,1.2252
2026-02-10 03:03:43,U007,DQ-336633,153.29,0.5323
2026-02-23 10:24:51,U003,DQ-205428,163.65,0.6934
2026-02-16 04:27:37,U006,DQ-526673,156.87,1.7139
2026-03-04 17:03:04,U014,DQ-892630,231.36,1.3628
2026-03-12 04:59:10,U013,DQ-783984,138.0,1.0787
2026-03-31 06:54:15,U002,DQ-283568,100.58,1.06
2026-03-26 16:35:04,U003,DQ-926236,119.14,1.3617
2026-02-02 12:42:16,U002,DQ-109717,71.96,0.6063
2026-01-14 00:42:30,U012,DQ-669691,126.07,1.3872
2026-01-16 18:38:20,U015,DQ-386090,46.68,0.1874
2026-03-18 18:37:19,U009,DQ-853504,45.09,0.4342
2026-03-04 00:20:20,U012,DQ-894068,46.76,0.3974
2026-01-10 06:15:48,U014,DQ-640310,79.04,0.5223
2026-01-26 07:40:25,U014,DQ-600646,78.0,0.4081
2026-02-26 13:13:54,U003,DQ-890371,64.45,0.3845
2026-01-07 00:45:36,U001,DQ-374258,157.06,1.4504
2026-03-31 14:59:34,U003,DQ-421709,38.75,0.3555
2026-01-29 15:29:14,U010,DQ-823821,28.62,0.3218
2026-02-14 04:10:37,U014,DQ-329772,229.79,1.6783
2026-02-15 17:06:32,U020,DQ-491774,100.1,0.7951
2026-03-26 18:33:07,U007,DQ-898867,59.77,0.5853
2026-03-31 01:20:06,U017,DQ-568449,127.0,0.7945
2026-02-25 14:29:29,U013,DQ-969032,131.66,0.994
2026-03-08 01:12:10,U014,DQ-444056,205.15,1.4312
2026-03-20 12:23:20,U007,DQ-612573,22.28,0.1692
2026-02-24 06:05:30,U014,DQ-638179,99.99,0.8074
2026-01-01 07:01:35,U015,DQ-858414,5.71,0.0302
2026-01-07 04:34:16,U019,DQ-176577,11.35,0.0692
2026-01-28 20:58:11,U013,DQ-172371,236.68,1.7156
2026-02-10 19:30:51,U014,DQ-903028,154.15,1.4742
2026-02-06 11:19:03,U003,DQ-570325,208.77,2.3301
2026-01-12 12:26:07,U012,DQ-665497,32.35,0.3475
2026-01-22 14:54:20,U007,DQ-512151,127.16,1.2145
2026-02-11 04:17:23,U001,DQ-412856,111.39,1.0551
2026-01-19 07:11:28,U014,DQ-359535,110.82,0.4872
2026-03-16 09:02:02,U004,DQ-133782,194.37,1.3165
2026-01-04 06:14:18,U001,DQ-352356,49.86,0.1949
2026-01-05 07:04:44,U012,DQ-837449,209.39,1.0894
2026-01-06 11:31:26,U014,DQ-665979,52.54,0.566
2026-01-31 23:05:58,U015,DQ-345536,195.88,1.8772
2026-01-14 21:49:15,U012,DQ-958136,77.3,0.4418
2026-02-24 01:14:50,U017,DQ-331780,99.55,0.5452
2026-01-05 13:14:52,U006,DQ-756401,163.06,1.3049
2026-02-09 15:18:46,U013,DQ-923975,126.11,1.1686
2026-03-24 11:06:28,U003,DQ-292811,181.18,1.3157
